energy(0),homogeneity(0),contrast(0),correlation(0),energy(45),homogeneity(45),contrast(45),correlation(45),energy(90),homogeneity(90),contrast(90),correlation(90),energy(135),homogeneity(135),contrast(135),correlation(135),label
0.035696217182000355,0.10359311251016973,1445.3296410256412,0.8667295995832002,0.035395524490709554,0.08462727594525396,2241.8174660727236,0.7900537352063958,0.0362326397271549,0.09208144345217475,2075.6020665842098,0.8054120663613809,0.035696217182000355,0.10359311251016973,1445.3296410256412,0.8667295995832002,benign
0.019556111215284156,0.09875221499078465,479.9339743589743,0.9553419526246008,0.01774955708248723,0.06763182954375385,944.5557080700302,0.9109588343370046,0.017558585967022085,0.06505624610580835,938.0693671407956,0.911413251505858,0.019556111215284156,0.09875221499078465,479.9339743589743,0.9553419526246008,benign
0.017949908385430965,0.07516175610452844,1467.1043846153846,0.8679192252971106,0.015344921300703935,0.052010038196726574,2688.217756137988,0.758946033512464,0.015760362683189918,0.05106284245109362,2631.999123891981,0.763878567570819,0.017949908385430965,0.07516175610452844,1467.1043846153846,0.8679192252971106,benign
0.010420845315712978,0.05868277290409421,1140.7410256410258,0.894111810914376,0.009395066789627834,0.04601270801815141,1883.785895576505,0.8226073622441872,0.009493760243305095,0.04556836520564854,1744.4945114409397,0.8358380759598073,0.010420845315712978,0.05868277290409421,1140.7410256410258,0.894111810914376,benign
0.013391760544943175,0.07291057137027315,1170.5317435897437,0.8903279730397818,0.011808436894833995,0.05113964038479208,2013.445794053662,0.8070973518194617,0.011469906719953009,0.0490568104174192,2297.6542723149864,0.7807032156906749,0.013391760544943175,0.07291057137027315,1170.5317435897437,0.8903279730397818,benign
0.013953913530873245,0.06757102783796669,1076.189794871795,0.8998644269116373,0.011864339660136865,0.04672903902957454,2389.017792396147,0.776735964378038,0.012289281219281278,0.0511753732840199,2146.8393887858174,0.7994507493616311,0.013953913530873245,0.06757102783796669,1076.189794871795,0.8998644269116373,benign
0.013366625103842282,0.07775225553317236,916.8603589743592,0.9143750822144685,0.011594745821232506,0.05208955543950346,1700.908292758728,0.8364296326330812,0.011245238136952754,0.05004506667435289,1940.464259946403,0.8138754258208468,0.013366625103842282,0.07775225553317236,916.8603589743592,0.9143750822144685,benign
0.02535097486023435,0.07656336936677,615.5455641025642,0.9418813371354038,0.024226388511429123,0.06656101490096937,967.4446286128668,0.9084112774921393,0.024184774556487966,0.0679634379892805,979.4671459492888,0.9072401796841432,0.02535097486023435,0.07656336936677,615.5455641025642,0.9418813371354038,benign
0.016147475341204462,0.06421187397072306,2078.509384615385,0.8073819538895933,0.01421539361952633,0.044258674962771895,3258.457888739252,0.6986323729148559,0.014317207116666368,0.04524245655848456,3200.9662698412703,0.703723493859854,0.016147475341204462,0.06421187397072306,2078.509384615385,0.8073819538895933,benign
0.013057501918227321,0.07495150063860637,805.3500769230769,0.9247655117672312,0.011604200241474289,0.052538337333786427,1264.4294260851548,0.8787685326971226,0.011249223020652866,0.050876806270486664,1514.9702896310039,0.8551030719729587,0.013057501918227321,0.07495150063860637,805.3500769230769,0.9247655117672312,benign
0.014387894411220452,0.05830200597077395,1888.2166153846156,0.8251838314994459,0.012202183750774694,0.03973450433603302,3647.9570340826685,0.6643473881492795,0.012275685277831119,0.04170718903127414,3688.758039579469,0.6603605229921738,0.014387894411220452,0.05830200597077395,1888.2166153846156,0.8251838314994459,benign
0.01452188943790757,0.052135604900442195,2051.6554358974363,0.8093991857989487,0.012480546159416805,0.033604004496838105,4019.914819227184,0.6268003397130776,0.012388537810685682,0.031830055234844334,4225.263012780871,0.6074806391412323,0.01452188943790757,0.052135604900442195,2051.6554358974363,0.8093991857989487,benign
0.011598448058690924,0.06705025322302491,1017.4622051282053,0.9056960399448434,0.010517496847499305,0.0493834373563548,1401.2733606132808,0.8671981830294241,0.01039583193067214,0.048209326600875194,1721.213564213564,0.8370535202363439,0.011598448058690924,0.06705025322302491,1017.4622051282053,0.9056960399448434,benign
0.1433126802697558,0.21300952926760222,922.6983846153847,0.9025463778105192,0.14221022404864525,0.1964260856176263,985.9345281259714,0.894743878725147,0.14293179165066547,0.19718097796413916,943.4439290867863,0.8993270681566343,0.1433126802697558,0.21300952926760222,922.6983846153847,0.9025463778105192,benign
0.04893306421199823,0.11313047245251742,1168.0768974358975,0.9028754088689946,0.04632307852067761,0.09615450625535063,2141.205946337926,0.8233175757922853,0.04536767844060465,0.09402942034374626,2080.178159142445,0.8281320251617585,0.04893306421199823,0.11313047245251742,1168.0768974358975,0.9028754088689946,benign
0.03475547152304159,0.09892782432724496,1079.4312564102565,0.9002394189432454,0.032708223526292546,0.07426890265056248,1762.104371697918,0.8346108041703704,0.03305122501333238,0.07890773490645647,1768.531385281385,0.8338136405820971,0.03475547152304159,0.09892782432724496,1079.4312564102565,0.9002394189432454,benign
0.015101160093198826,0.06851580385191683,676.7107948717949,0.9365892516549872,0.014265908909993926,0.056415299027347154,887.2869056251944,0.9153598258990644,0.014112251056262978,0.056017979720090996,916.1961966604824,0.9126435192417869,0.015101160093198826,0.06851580385191683,676.7107948717949,0.9365892516549872,benign
0.0614652743213843,0.12096193012755485,902.0537692307694,0.9136559239485256,0.06159789603198673,0.11293909124581888,1042.3309074898993,0.8995186703608102,0.06324594975167507,0.11423918013305895,1082.609410430839,0.8957137040310658,0.0614652743213843,0.12096193012755485,902.0537692307694,0.9136559239485256,benign
0.042709194319507295,0.11606714711876932,815.3536923076924,0.9243164118605233,0.040921265354859605,0.09418797256344244,1394.1480368797268,0.8688028444894922,0.04075793286890593,0.09253707746975563,1406.745670995671,0.8674839526042332,0.042709194319507295,0.11606714711876932,815.3536923076924,0.9243164118605233,benign
0.01633651299404906,0.07412730449131537,732.0738974358974,0.9326701210969941,0.015363345354317498,0.058857347954997086,1202.8147208121827,0.8884386295810063,0.015519294442658756,0.0629954519614949,1114.1241754277469,0.8966793550832013,0.01633651299404906,0.07412730449131537,732.0738974358974,0.9326701210969941,benign
0.010462543943636177,0.06520384772287385,1022.7831282051282,0.9056552746323493,0.009221150094607939,0.04853137212226977,1661.658137366622,0.8442380837959604,0.009329219215470138,0.04928604661860588,1553.5150742115027,0.8543118542732164,0.010462543943636177,0.06520384772287385,1022.7831282051282,0.9056552746323493,benign
0.011750431888771137,0.05285415625344141,1549.2219487179489,0.8554246602632808,0.010204755370600069,0.034752714983581186,2722.235729824925,0.7421885931250413,0.010059479186413896,0.0338780474695299,2819.6093073593074,0.7331768105662185,0.011750431888771137,0.05285415625344141,1549.2219487179489,0.8554246602632808,benign
0.01538993497774859,0.06672593775577497,943.5397435897437,0.9121956522732922,0.013682118312058787,0.044099987035174086,1439.3741064953904,0.8631812187438209,0.014024736931254259,0.04941383069385198,1341.986214182643,0.8723741769211367,0.01538993497774859,0.06672593775577497,943.5397435897437,0.9121956522732922,benign
0.010867122242117049,0.06400217995194885,1631.665948717949,0.8484542198063867,0.009441162815435077,0.047045111198966594,3487.516212576402,0.670014457784521,0.009408347728092374,0.04539156837138501,3427.6226551226546,0.6760271792603416,0.010867122242117049,0.06400217995194885,1631.665948717949,0.8484542198063867,benign
0.012571648701932957,0.07021838737130004,889.6208461538463,0.9180866637992985,0.011863081705810323,0.05287065141187699,1267.4917642183777,0.8813035180662842,0.012077552684240217,0.05606208077776975,1129.3229488765203,0.894184600635517,0.012571648701932957,0.07021838737130004,889.6208461538463,0.9180866637992985,benign
0.02355904496378244,0.07803910655254576,1117.3807692307691,0.8944603409782638,0.022355185663303904,0.06375794866476404,1379.1800476535793,0.8675029378990805,0.022719960425429647,0.06612929959986924,1338.9320500927647,0.8713397746748877,0.02355904496378244,0.07803910655254576,1117.3807692307691,0.8944603409782638,benign
0.011589686861671925,0.06596902299025821,1443.4480769230772,0.866008297580295,0.009961891144684378,0.04427261437320987,2877.266083082979,0.7264525719376079,0.010059792708992394,0.04620143383926329,2686.5636724386723,0.7449202911710664,0.011589686861671925,0.06596902299025821,1443.4480769230772,0.866008297580295,benign
0.010818249246772141,0.06592692601494232,895.177794871795,0.9178042502711369,0.00936410260188829,0.0433656614124709,1808.7752512172385,0.8319060493798476,0.009450140513827122,0.046075047851720785,1750.1845495774064,0.8371353648802358,0.010818249246772141,0.06592692601494232,895.177794871795,0.9178042502711369,benign
0.01318619504045691,0.05948213430932872,1623.2507692307693,0.848828308759069,0.012201015603588373,0.04285165914967569,2025.7877343830937,0.808824670466684,0.012244002123750581,0.044586147850299324,2043.5237322201606,0.8073617692824857,0.01318619504045691,0.05948213430932872,1623.2507692307693,0.848828308759069,benign
0.01042502426064213,0.060674096399432095,1405.1355128205128,0.870080976613963,0.00924414347892252,0.04255603535769105,2536.5001294934214,0.7612990798847931,0.00917723791982758,0.041130763367105194,2643.8612657184085,0.7511794408008585,0.01042502426064213,0.060674096399432095,1405.1355128205128,0.870080976613963,benign
0.013226134648427337,0.05919327589887417,1046.8652820512823,0.9025575651895155,0.012135723889172492,0.04521516580715132,1738.9068683310893,0.8362302220167654,0.012252499619444196,0.04642719261674616,1636.1933621933617,0.8459854792983472,0.013226134648427337,0.05919327589887417,1046.8652820512823,0.9025575651895155,benign
0.014188641733465228,0.06138481614622685,937.277282051282,0.912225985060518,0.012784640979254493,0.04595546238343354,1439.235211851238,0.8619015579175956,0.012850942072796608,0.048017512222541414,1406.9015151515152,0.8650982796399961,0.014188641733465228,0.06138481614622685,937.277282051282,0.912225985060518,benign
